"osn","conti_name","candidate","party","total_votes","pct_votes","evm_votes","postal_votes","migrant_votes","xrow_id","xgroup_id","xconti_total"
28,"NCT OF Delhi-NEW DELHI","NOTA","None of the Above",6601,0.72,6585,16,NA,4719,293,920541
1,"NCT OF Delhi-NORTH EAST DELHI","DILIP PANDEY","Aam Aadmi Party",190856,13.06,190586,270,NA,4720,294,1461475
2,"NCT OF Delhi-NORTH EAST DELHI","MANOJ TIWARI","Bharatiya Janata Party",787799,53.9,785262,2537,NA,4721,294,1461475
3,"NCT OF Delhi-NORTH EAST DELHI","RAJVEER SINGH","Bahujan Samaj Party",37831,2.59,37630,201,NA,4722,294,1461475
4,"NCT OF Delhi-NORTH EAST DELHI","SHEILA DIKSHIT","Indian National Congress",421697,28.85,421293,404,NA,4723,294,1461475
5,"NCT OF Delhi-NORTH EAST DELHI","AJAY BHAI","Right to Recall Party",1822,0.12,1822,0,NA,4724,294,1461475
6,"NCT OF Delhi-NORTH EAST DELHI","ANURUDDH KUMAR DUBE","Bharat Lok Sewak Party",419,0.03,419,0,NA,4725,294,1461475
7,"NCT OF Delhi-NORTH EAST DELHI","ABHINAV KUMAR","Sanyukt Vikas Party",309,0.02,309,0,NA,4726,294,1461475
8,"NCT OF Delhi-NORTH EAST DELHI","AMIT KUMAR SHARMA","Sanjhi Virasat Party",419,0.03,419,0,NA,4727,294,1461475
9,"NCT OF Delhi-NORTH EAST DELHI","J. K. JAIN","Jai Prakash Janata Dal",456,0.03,456,0,NA,4728,294,1461475
10,"NCT OF Delhi-NORTH EAST DELHI","DAN BAHADUR YADAV","Bhartiya Janta Dal (Integrated)",435,0.03,434,1,NA,4729,294,1461475
11,"NCT OF Delhi-NORTH EAST DELHI","D. Durga Prasad","Challengers Party",684,0.05,684,0,NA,4730,294,1461475
12,"NCT OF Delhi-NORTH EAST DELHI","PRADESH KUMAR","Sarvodaya Prabhat Party",740,0.05,740,0,NA,4731,294,1461475
13,"NCT OF Delhi-NORTH EAST DELHI","MAHENDER PASWAN","Mazdoor Kirayedar Vikas Party",792,0.05,792,0,NA,4732,294,1461475
14,"NCT OF Delhi-NORTH EAST DELHI","MUKESH","Aapki Apni Party (Peoples)",1475,0.1,1472,3,NA,4733,294,1461475
15,"NCT OF Delhi-NORTH EAST DELHI","MANAGER CHAURASIYA","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",1749,0.12,1749,0,NA,4734,294,1461475
16,"NCT OF Delhi-NORTH EAST DELHI","MOHD. IRFAN","Bharat Prabhat Party",1746,0.12,1746,0,NA,4735,294,1461475
17,"NCT OF Delhi-NORTH EAST DELHI","SUNIL VISHVAKARMA","Ambedkar National Congress",2148,0.15,2147,1,NA,4736,294,1461475
18,"NCT OF Delhi-NORTH EAST DELHI","MOHD. HASAN","Republican Party of India (A)",1343,0.09,1342,1,NA,4737,294,1461475
19,"NCT OF Delhi-NORTH EAST DELHI","MD. AKRAM","Independent",805,0.06,805,0,NA,4738,294,1461475
20,"NCT OF Delhi-NORTH EAST DELHI","ANIL KUMAR YADAV","Independent",1242,0.08,1242,0,NA,4739,294,1461475
21,"NCT OF Delhi-NORTH EAST DELHI","AMRENDER KUMAR","Independent",531,0.04,531,0,NA,4740,294,1461475
22,"NCT OF Delhi-NORTH EAST DELHI","MAHFOOZ KHAN","Independent",302,0.02,302,0,NA,4741,294,1461475
23,"NCT OF Delhi-NORTH EAST DELHI","YOGESH SWAMY","Independent",544,0.04,544,0,NA,4742,294,1461475
24,"NCT OF Delhi-NORTH EAST DELHI","S N SINGH","Independent",742,0.05,742,0,NA,4743,294,1461475
25,"NCT OF Delhi-NORTH EAST DELHI","NOTA","None of the Above",4589,0.31,4578,11,NA,4744,294,1461475
1,"NCT OF Delhi-NORTH WEST DELHI","GUGAN SINGH","Aam Aadmi Party",294766,21.01,294662,104,NA,4745,295,1402962
2,"NCT OF Delhi-NORTH WEST DELHI","RAJESH LILOTHIA","Indian National Congress",236882,16.88,236803,79,NA,4746,295,1402962
3,"NCT OF Delhi-NORTH WEST DELHI","HANS RAJ HANS","Bharatiya Janata Party",848663,60.49,847737,926,NA,4747,295,1402962
4,"NCT OF Delhi-NORTH WEST DELHI","ISHWAR MANSUKH ISHU","Satya Bahumat Party",2348,0.17,2348,0,NA,4748,295,1402962
5,"NCT OF Delhi-NORTH WEST DELHI","GAURAV BHATIA","Mazdoor Kirayedar Vikas Party",874,0.06,874,0,NA,4749,295,1402962
6,"NCT OF Delhi-NORTH WEST DELHI","MADAN LAL BALMIKI","Rashtriya Samrasta Party",1175,0.08,1175,0,NA,4750,295,1402962
7,"NCT OF Delhi-NORTH WEST DELHI","RAM KUMAR","Bhartiya Pragatisheel Congress",724,0.05,724,0,NA,4751,295,1402962
8,"NCT OF Delhi-NORTH WEST DELHI","SURESH KUMAR","Socialist Janata Party",805,0.06,805,0,NA,4752,295,1402962
9,"NCT OF Delhi-NORTH WEST DELHI","ADITI","Independent",1464,0.1,1464,0,NA,4753,295,1402962
10,"NCT OF Delhi-NORTH WEST DELHI","CHARAN SINGH ""BABRIK""","Independent",2915,0.21,2915,0,NA,4754,295,1402962
11,"NCT OF Delhi-NORTH WEST DELHI","NAVEEN","Independent",2136,0.15,2136,0,NA,4755,295,1402962
12,"NCT OF Delhi-NORTH WEST DELHI","NOTA","None of the Above",10210,0.73,10199,11,NA,4756,295,1402962
1,"NCT OF Delhi-SOUTH DELHI","RAMESH BIDHURI","Bharatiya Janata Party",687014,56.58,685789,1225,NA,4757,296,1214222
2,"NCT OF Delhi-SOUTH DELHI","RAGHAV CHADHA","Aam Aadmi Party",319971,26.35,319770,201,NA,4758,296,1214222
3,"NCT OF Delhi-SOUTH DELHI","VIJENDER","Indian National Congress",164613,13.56,164394,219,NA,4759,296,1214222
4,"NCT OF Delhi-SOUTH DELHI","SIDDHANT GAUTAM","Bahujan Samaj Party",14761,1.22,14721,40,NA,4760,296,1214222
5,"NCT OF Delhi-SOUTH DELHI","Aditya Kumar Naveen","Hum Bhartiya Party",3892,0.32,3892,0,NA,4761,296,1214222
6,"NCT OF Delhi-SOUTH DELHI","D. K. CHOPRA","All India Forward Bloc",367,0.03,366,1,NA,4762,296,1214222
7,"NCT OF Delhi-SOUTH DELHI","JITENDRA SHARMA","Prism",200,0.02,200,0,NA,4763,296,1214222
8,"NCT OF Delhi-SOUTH DELHI","DALBIR SINGH MALIK","Voters Party  International",314,0.03,314,0,NA,4764,296,1214222
9,"NCT OF Delhi-SOUTH DELHI","DILIP KUMAR","Sanatan Sanskriti Raksha Dal",473,0.04,472,1,NA,4765,296,1214222
10,"NCT OF Delhi-SOUTH DELHI","DEEPAK KUMAR","Aapki Apni Party (Peoples)",929,0.08,929,0,NA,4766,296,1214222
11,"NCT OF Delhi-SOUTH DELHI","DESH KUMAR","Akhil Bharatiya Jan Sangh",403,0.03,403,0,NA,4767,296,1214222
12,"NCT OF Delhi-SOUTH DELHI","NAVANIT","National Youth Party",334,0.03,334,0,NA,4768,296,1214222
13,"NCT OF Delhi-SOUTH DELHI","MAHENDER SINGH CHURIYANA","Peoples Party of India (Democratic)",1019,0.08,1019,0,NA,4769,296,1214222
14,"NCT OF Delhi-SOUTH DELHI","MATHEWS","Bhartiya Insan Party",1139,0.09,1139,0,NA,4770,296,1214222
15,"NCT OF Delhi-SOUTH DELHI","MOHAN KUMAR GUPTA","Mazdoor Kirayedar Vikas Party",969,0.08,969,0,NA,4771,296,1214222
16,"NCT OF Delhi-SOUTH DELHI","RAJENDRA PRASAD GUPTA","Parivartan Samaj Party",1897,0.16,1897,0,NA,4772,296,1214222
17,"NCT OF Delhi-SOUTH DELHI","RAM KHILAWAN","Proutist Bloc, India",2541,0.21,2541,0,NA,4773,296,1214222
18,"NCT OF Delhi-SOUTH DELHI","K. ROSHAN KUMAR","Pyramid Party of India",1399,0.12,1399,0,NA,4774,296,1214222
19,"NCT OF Delhi-SOUTH DELHI","SUMAN YADAV","Jai Maha Bharath Party",1537,0.13,1531,6,NA,4775,296,1214222
20,"NCT OF Delhi-SOUTH DELHI","SUMEDHA BODH","Jan Samman party",1708,0.14,1708,0,NA,4776,296,1214222
21,"NCT OF Delhi-SOUTH DELHI","SOBRAN SINGH CHAUHAN","Rashtriya Rashtrawadi Party",278,0.02,278,0,NA,4777,296,1214222
22,"NCT OF Delhi-SOUTH DELHI","SANDEEP GUPTA","Rashtriya Jan  Adhikar Party",370,0.03,370,0,NA,4778,296,1214222
23,"NCT OF Delhi-SOUTH DELHI","NAUSHA KHAN","Independent",215,0.02,214,1,NA,4779,296,1214222
24,"NCT OF Delhi-SOUTH DELHI","BIRJU NAYAK","Independent",390,0.03,390,0,NA,4780,296,1214222
25,"NCT OF Delhi-SOUTH DELHI","ROSHAN KUMAR CHOUDHARY","Independent",731,0.06,731,0,NA,4781,296,1214222
26,"NCT OF Delhi-SOUTH DELHI","SUNIL KUMAR","Independent",390,0.03,390,0,NA,4782,296,1214222
27,"NCT OF Delhi-SOUTH DELHI","HARSH NATH VERMA","Independent",1104,0.09,1104,0,NA,4783,296,1214222
28,"NCT OF Delhi-SOUTH DELHI","NOTA","None of the Above",5264,0.43,5247,17,NA,4784,296,1214222
1,"NCT OF Delhi-WEST DELHI","PARVESH SAHIB SINGH VERMA","Bharatiya Janata Party",865648,60.05,862058,3590,NA,4785,297,1441601
2,"NCT OF Delhi-WEST DELHI","BALBIR SINGH JAKHAR","Aam Aadmi Party",251873,17.47,251504,369,NA,4786,297,1441601
3,"NCT OF Delhi-WEST DELHI","MAHABAL MISHRA","Indian National Congress",287162,19.92,286745,417,NA,4787,297,1441601
4,"NCT OF Delhi-WEST DELHI","SITA SARAN SEN","Bahujan Samaj Party",13269,0.92,13202,67,NA,4788,297,1441601
5,"NCT OF Delhi-WEST DELHI","KULWINDER SINGH MEHTA","Pyramid Party of India",542,0.04,542,0,NA,4789,297,1441601
6,"NCT OF Delhi-WEST DELHI","JANAK RAJ RANA","Akhand Rashtrawadi Party",329,0.02,329,0,NA,4790,297,1441601
7,"NCT OF Delhi-WEST DELHI","DAYA NAND VATS","Republican Party of India (A)",379,0.03,379,0,NA,4791,297,1441601
8,"NCT OF Delhi-WEST DELHI","DHARAMBIR SINGH","Rashtriya Janshakti Party (Secular)",551,0.04,551,0,NA,4792,297,1441601
9,"NCT OF Delhi-WEST DELHI","POONAM UJJAINWAL","Peoples Party of India (Democratic)",935,0.06,928,7,NA,4793,297,1441601
10,"NCT OF Delhi-WEST DELHI","PROBIR DUTTA","Satya Bahumat Party",329,0.02,328,1,NA,4794,297,1441601
11,"NCT OF Delhi-WEST DELHI","BAIDYANATH SAH","Proutist Bloc, India",467,0.03,467,0,NA,4795,297,1441601
12,"NCT OF Delhi-WEST DELHI","MANMOHAN SINGH","Rashtra Nirman Party",444,0.03,444,0,NA,4796,297,1441601
13,"NCT OF Delhi-WEST DELHI","VIKASH KUMAR MOHAL","Aapki Apni Party (Peoples)",895,0.06,894,1,NA,4797,297,1441601
14,"NCT OF Delhi-WEST DELHI","SHASHI JEET","National Youth Party",719,0.05,718,1,NA,4798,297,1441601
15,"NCT OF Delhi-WEST DELHI","SHISH PAL SINGH","Prism",538,0.04,538,0,NA,4799,297,1441601
16,"NCT OF Delhi-WEST DELHI","IQBAL SINGH (SONU)","Independent",2186,0.15,2181,5,NA,4800,297,1441601
17,"NCT OF Delhi-WEST DELHI","NAVIN CHANDRA DAS","Independent",1706,0.12,1706,0,NA,4801,297,1441601
18,"NCT OF Delhi-WEST DELHI","PRAVESH SHARMA","Independent",1757,0.12,1755,2,NA,4802,297,1441601
19,"NCT OF Delhi-WEST DELHI","BALBIR SINGH","Independent",1024,0.07,1024,0,NA,4803,297,1441601
20,"NCT OF Delhi-WEST DELHI","M. MISHRA","Independent",652,0.05,652,0,NA,4804,297,1441601
21,"NCT OF Delhi-WEST DELHI","RAMESH CHAND VERMA","Independent",312,0.02,312,0,NA,4805,297,1441601
22,"NCT OF Delhi-WEST DELHI","RAJIV KUMAR","Independent",365,0.03,365,0,NA,4806,297,1441601
23,"NCT OF Delhi-WEST DELHI","HARSH VARDHAN SHUKLA","Independent",582,0.04,582,0,NA,4807,297,1441601
24,"NCT OF Delhi-WEST DELHI","NOTA","None of the Above",8937,0.62,8883,54,NA,4808,297,1441601
1,"Odisha-Aska","Anita Subhadarshini","Bharatiya Janata Party",348042,34.33,346249,1793,NA,4809,298,1013862
2,"Odisha-Aska","Purna Chandra Nayak","Bahujan Samaj Party",8549,0.84,8527,22,NA,4810,298,1013862
3,"Odisha-Aska","Pramila Bisoyi","Biju Janata Dal",552749,54.52,552364,385,NA,4811,298,1013862
4,"Odisha-Aska","Rama Krushna Panda","Communist Party of India",59978,5.92,59889,89,NA,4812,298,1013862
5,"Odisha-Aska","Rajeeb Chandra Khadanga","All India Forward Bloc",5987,0.59,5984,3,NA,4813,298,1013862
6,"Odisha-Aska","Sankar Sahu","Communist Party of India (Marxist-Leninist) Red Star",5999,0.59,5995,4,NA,4814,298,1013862
7,"Odisha-Aska","Chakradhar Sahu","Independent",7738,0.76,7733,5,NA,4815,298,1013862
8,"Odisha-Aska","K. Shyambabu Subudhi","Independent",7476,0.74,7470,6,NA,4816,298,1013862
9,"Odisha-Aska","NOTA","None of the Above",17344,1.71,17330,14,NA,4817,298,1013862
1,"Odisha-Balasore","NAVAJYOTI PATNAIK","Indian National Congress",179403,15.49,179070,333,NA,4818,299,1157871
2,"Odisha-Balasore","PRATAP CHANDRA SARANGI","Bharatiya Janata Party",483858,41.79,481438,2420,NA,4819,299,1157871
3,"Odisha-Balasore","RABINDRA KUMAR JENA","Biju Janata Dal",470902,40.67,470242,660,NA,4820,299,1157871
4,"Odisha-Balasore","HAJI SK ABDUL ISTAR","All India Trinamool Congress",3900,0.34,3898,2,NA,4821,299,1157871
5,"Odisha-Balasore","MOHAMMED ALLI","Ambedkar National Congress",1356,0.12,1349,7,NA,4822,299,1157871
6,"Odisha-Balasore","RAMAKANTA PANDA","Purvanchal Janta Party (Secular)",1241,0.11,1241,0,NA,4823,299,1157871
7,"Odisha-Balasore","SUBHASH","Pragatishil Samajwadi Party (Lohia)",825,0.07,823,2,NA,4824,299,1157871
8,"Odisha-Balasore","JAGANNATH DAS","Independent",816,0.07,813,3,NA,4825,299,1157871
9,"Odisha-Balasore","BASANTALATA PATTANAYAK","Independent",1422,0.12,1419,3,NA,4826,299,1157871
10,"Odisha-Balasore","JADUNATH SETHI","Independent",1676,0.14,1675,1,NA,4827,299,1157871
11,"Odisha-Balasore","RAMANATH BARIK","Independent",2454,0.21,2451,3,NA,4828,299,1157871
12,"Odisha-Balasore","SAROJ KUMAR PANDA","Independent",2582,0.22,2580,2,NA,4829,299,1157871
13,"Odisha-Balasore","NOTA","None of the Above",7436,0.64,7422,14,NA,4830,299,1157871
1,"Odisha-Bargarh","Kousika Suna","Bahujan Samaj Party",11056,0.89,10980,76,NA,4831,300,1247912
2,"Odisha-Bargarh","Pradeep Kumar Debta","Indian National Congress",109417,8.77,108898,519,NA,4832,300,1247912
3,"Odisha-Bargarh","Prasanna Acharya","Biju Janata Dal",517306,41.45,516229,1077,NA,4833,300,1247912
4,"Odisha-Bargarh","Suresh Pujari","Bharatiya Janata Party",581245,46.58,577074,4171,NA,4834,300,1247912
5,"Odisha-Bargarh","Kulamani Urma","Independent",8346,0.67,8342,4,NA,4835,300,1247912
6,"Odisha-Bargarh","M D Nizamuddin","Independent",6375,0.51,6370,5,NA,4836,300,1247912
7,"Odisha-Bargarh","NOTA","None of the Above",14167,1.14,14127,40,NA,4837,300,1247912
1,"Odisha-Berhampur","V.CHANDRASEKHAR NAIDU","Indian National Congress",142632,14.41,142372,260,NA,4838,301,989910
2,"Odisha-Berhampur","CHANDRA SEKHAR SAHU","Biju Janata Dal",443843,44.84,443145,698,NA,4839,301,989910
3,"Odisha-Berhampur","TIRUPATHI RAO KARANAM","Bahujan Samaj Party",8290,0.84,8252,38,NA,4840,301,989910
4,"Odisha-Berhampur","BHRUGU BAXIPATRA","Bharatiya Janata Party",348999,35.26,347302,1697,NA,4841,301,989910
5,"Odisha-Berhampur","SRIHARI PATNAIK","Odisha Pragati Dal",8304,0.84,8293,11,NA,4842,301,989910
6,"Odisha-Berhampur","SOMANATH BEHERA","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",8296,0.84,8283,13,NA,4843,301,989910
7,"Odisha-Berhampur","CHAKRADHAR SAHU","Independent",7081,0.72,7076,5,NA,4844,301,989910
8,"Odisha-Berhampur","K. SHYAMBABU SUBUDHI","Independent",8084,0.82,8077,7,NA,4845,301,989910
9,"Odisha-Berhampur","NOTA","None of the Above",14381,1.45,14363,18,NA,4846,301,989910
1,"Odisha-Bhadrak","AVIMANYU SETHI","Bharatiya Janata Party",483502,39.51,480122,3380,NA,4847,302,1223754
2,"Odisha-Bhadrak","TILOTTAMA JENA","All India Trinamool Congress",3327,0.27,3312,15,NA,4848,302,1223754
3,"Odisha-Bhadrak","MADHUMITA SETHI","Indian National Congress",207811,16.98,207235,576,NA,4849,302,1223754
4,"Odisha-Bhadrak","MANJULATA MANDAL","Biju Janata Dal",512305,41.86,511032,1273,NA,4850,302,1223754
5,"Odisha-Bhadrak","MURALIDHAR JENA","Bahujan Samaj Party",4708,0.38,4694,14,NA,4851,302,1223754
6,"Odisha-Bhadrak","KIRTAN BIHARI MALIK","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",1430,0.12,1428,2,NA,4852,302,1223754
7,"Odisha-Bhadrak","LAXMIPRIYA JENA","Kalinga Sena",1556,0.13,1551,5,NA,4853,302,1223754
8,"Odisha-Bhadrak","PITAMBAR SETHI","Independent",2579,0.21,2574,5,NA,4854,302,1223754
9,"Odisha-Bhadrak","NOTA","None of the Above",6536,0.53,6525,11,NA,4855,302,1223754
1,"Odisha-Bhubaneswar","APARAJITA SARANGI","Bharatiya Janata Party",486991,48.45,485793,1198,NA,4856,303,1005215
2,"Odisha-Bhubaneswar","Arup Mohan Patnaik","Biju Janata Dal",463152,46.07,462911,241,NA,4857,303,1005215
3,"Odisha-Bhubaneswar","JANARDAN PATI","Communist Party of India  (Marxist)",23026,2.29,22993,33,NA,4858,303,1005215
4,"Odisha-Bhubaneswar","SUBHRANSHU SEKHAR PADHI","All India Trinamool Congress",2344,0.23,2330,14,NA,4859,303,1005215
5,"Odisha-Bhubaneswar","LALITA KUMAR NAYAK","Bahujan Samaj Party",2780,0.28,2774,6,NA,4860,303,1005215
6,"Odisha-Bhubaneswar","PRAMILA BEHERA","Communist Party of India (Marxist-Leninist) Red Star",1482,0.15,1474,8,NA,4861,303,1005215
7,"Odisha-Bhubaneswar","BISWANATH ROUT","Krupaa Party",2816,0.28,2814,2,NA,4862,303,1005215
8,"Odisha-Bhubaneswar","BISWANATH RAMACHANDRA","Freethought Party of India",1497,0.15,1497,0,NA,4863,303,1005215
9,"Odisha-Bhubaneswar","BHAKTA SEKHAR RAY","Kalinga Sena",1382,0.14,1381,1,NA,4864,303,1005215
10,"Odisha-Bhubaneswar","JAYANT KUMAR DAS","Independent",2360,0.23,2360,0,NA,4865,303,1005215
11,"Odisha-Bhubaneswar","MADHU SUDAN YADAV","Independent",1200,0.12,1200,0,NA,4866,303,1005215
12,"Odisha-Bhubaneswar","MAHESH CHANDRA SETHI","Independent",1491,0.15,1491,0,NA,4867,303,1005215
13,"Odisha-Bhubaneswar","SANJAYA KUMAR SAHOO","Independent",5873,0.58,5873,0,NA,4868,303,1005215
14,"Odisha-Bhubaneswar","Susil Kumar Jena","Independent",2665,0.27,2665,0,NA,4869,303,1005215
15,"Odisha-Bhubaneswar","NOTA","None of the Above",6156,0.61,6148,8,NA,4870,303,1005215
1,"Odisha-Bolangir","Kalikesh Narayan Singh Deo","Biju Janata Dal",478570,36.62,478183,387,NA,4871,304,1306705
2,"Odisha-Bolangir","Rana Nag","Bahujan Samaj Party",12229,0.94,12191,38,NA,4872,304,1306705
3,"Odisha-Bolangir","Samarendra Mishra","Indian National Congress",271056,20.74,270712,344,NA,4873,304,1306705
4,"Odisha-Bolangir","Sangeeta Kumari Singh Deo","Bharatiya Janata Party",498086,38.12,496237,1849,NA,4874,304,1306705
5,"Odisha-Bolangir","DINESH NAG","Ambedkarite Party of India",13919,1.07,13902,17,NA,4875,304,1306705
6,"Odisha-Bolangir","Suresh Kumar Putel","Bahujan Mukti Party",5261,0.4,5258,3,NA,4876,304,1306705
7,"Odisha-Bolangir","Hrudananda Karuan","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",5508,0.42,5505,3,NA,4877,304,1306705
8,"Odisha-Bolangir","Dr. Bipin Kusulia","Independent",6075,0.46,6073,2,NA,4878,304,1306705
9,"Odisha-Bolangir","NOTA","None of the Above",16001,1.22,15989,12,NA,4879,304,1306705
1,"Odisha-Cuttack","PANCHANAN KANUNGO","Indian National Congress",99847,9.42,99742,105,NA,4880,305,1059490
2,"Odisha-Cuttack","PRAKASH MISHRA","Bharatiya Janata Party",403391,38.07,401959,1432,NA,4881,305,1059490
3,"Odisha-Cuttack","PRAMOD KUMAR MALLICK","Bahujan Samaj Party",4408,0.42,4395,13,NA,4882,305,1059490
4,"Odisha-Cuttack","BHARTRUHARI MAHTAB","Biju Janata Dal",524592,49.51,524117,475,NA,4883,305,1059490
5,"Odisha-Cuttack","AKSHAYA KUMAR KAR","Krupaa Party",3823,0.36,3822,1,NA,4884,305,1059490
6,"Odisha-Cuttack","BISWAJIT GOSWAMI","Kalinga Sena",1358,0.13,1358,0,NA,4885,305,1059490
7,"Odisha-Cuttack","RAJAKISHORE MALLIK","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",2756,0.26,2754,2,NA,4886,305,1059490
8,"Odisha-Cuttack","SOMIYA RANJAN DAS","Bharat Prabhat Party",1409,0.13,1404,5,NA,4887,305,1059490
9,"Odisha-Cuttack","ASHOK PRADHAN","Independent",1357,0.13,1355,2,NA,4888,305,1059490
10,"Odisha-Cuttack","BRUNDABAN DAS AZAD","Independent",3414,0.32,3414,0,NA,4889,305,1059490
11,"Odisha-Cuttack","SANJAYA KUMAR SAHOO","Independent",5899,0.56,5897,2,NA,4890,305,1059490
12,"Odisha-Cuttack","NOTA","None of the Above",7236,0.68,7227,9,NA,4891,305,1059490
1,"Odisha-Dhenkanal","RAJA KAMAKHYA PRASAD SINGH DEO","Indian National Congress",80349,7.1,79987,362,NA,4892,306,1131522
2,"Odisha-Dhenkanal","PRADYUMNA KUMAR NAIK","Bahujan Samaj Party",7789,0.69,7741,48,NA,4893,306,1131522
3,"Odisha-Dhenkanal","MAHESH SAHOO","Biju Janata Dal",522884,46.21,521954,930,NA,4894,306,1131522
4,"Odisha-Dhenkanal","RUDRA NARAYAN PANY","Bharatiya Janata Party",487472,43.08,483978,3494,NA,4895,306,1131522
5,"Odisha-Dhenkanal","PRIYABRATA GARNAIK","Hindusthan Nirman Dal",6946,0.61,6940,6,NA,4896,306,1131522
6,"Odisha-Dhenkanal","BIJAYA KUMAR BEHERA","Ambedkarite Party of India",4742,0.42,4736,6,NA,4897,306,1131522
7,"Odisha-Dhenkanal","MANASI SWAIN","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",3295,0.29,3285,10,NA,4898,306,1131522
8,"Odisha-Dhenkanal","RANJAN KUMAR SAHOO","Bhartiya Manavadhikaar Federal Party",2914,0.26,2913,1,NA,4899,306,1131522
9,"Odisha-Dhenkanal","SAROJ KUMAR SATPATHY","Samata Kranti Dal",3877,0.34,3874,3,NA,4900,306,1131522
10,"Odisha-Dhenkanal","NOTA","None of the Above",11254,0.99,11242,12,NA,4901,306,1131522
1,"Odisha-Jagatsinghpur","PRATIMA MALLICK","Indian National Congress",239684,19.5,239114,570,NA,4902,307,1229190
2,"Odisha-Jagatsinghpur","BIBHU PRASAD TARAI","Bharatiya Janata Party",348330,28.34,346398,1932,NA,4903,307,1229190
3,"Odisha-Jagatsinghpur","BIBHUTI BHUSAN MAJHI","Bahujan Samaj Party",5244,0.43,5226,18,NA,4904,307,1229190
4,"Odisha-Jagatsinghpur","RAJASHREE MALLICK","Biju Janata Dal",619985,50.44,618955,1030,NA,4905,307,1229190
5,"Odisha-Jagatsinghpur","ANIL KUMAR BEHERA","Freethought Party of India",3586,0.29,3585,1,NA,4906,307,1229190
6,"Odisha-Jagatsinghpur","JAGANNATH MEGH","Jai Prakash Janata Dal",1237,0.1,1237,0,NA,4907,307,1229190
7,"Odisha-Jagatsinghpur","DIPAK KUMAR DAS","Akhil Bharat Hindu Mahasabha",1503,0.12,1503,0,NA,4908,307,1229190
8,"Odisha-Jagatsinghpur","PEEYUUSH DAS","Ambedkarite Party of India",1751,0.14,1751,0,NA,4909,307,1229190
9,"Odisha-Jagatsinghpur","SASMITA DAS","Independent",1813,0.15,1804,9,NA,4910,307,1229190
10,"Odisha-Jagatsinghpur","NOTA","None of the Above",6057,0.49,6042,15,NA,4911,307,1229190
1,"Odisha-Jajpur","AMIYA KANTA MALLICK","Bharatiya Janata Party",442327,40.5,438171,4156,NA,4912,308,1092084
2,"Odisha-Jajpur","MANAS JENA","Indian National Congress",83321,7.63,82834,487,NA,4913,308,1092084
3,"Odisha-Jajpur","SARMISTHA SETHI","Biju Janata Dal",544020,49.81,542476,1544,NA,4914,308,1092084
4,"Odisha-Jajpur","TILOTTAMA SETHY","Proutist Bloc, India",4470,0.41,4467,3,NA,4915,308,1092084
5,"Odisha-Jajpur","BHIMA SEN BEHERA","Freethought Party of India",1801,0.16,1794,7,NA,4916,308,1092084
6,"Odisha-Jajpur","RANJIT MALIK","Bahujan Mukti Party",2049,0.19,2041,8,NA,4917,308,1092084
7,"Odisha-Jajpur","SUNAKAR BEHERA","Jai Prakash Janata Dal",1985,0.18,1982,3,NA,4918,308,1092084
8,"Odisha-Jajpur","SUBASA CHANDRA MALIK","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",4950,0.45,4934,16,NA,4919,308,1092084
9,"Odisha-Jajpur","NOTA","None of the Above",7161,0.66,7149,12,NA,4920,308,1092084
1,"Odisha-Kalahandi","PUSPENDRA SINGH DEO","Biju Janata Dal",406260,33.08,405641,619,NA,4921,309,1228292
2,"Odisha-Kalahandi","PREMANANDA BAG","Bahujan Samaj Party",10448,0.85,10416,32,NA,4922,309,1228292
3,"Odisha-Kalahandi","BASANTA KUMAR PANDA","Bharatiya Janata Party",433074,35.26,429710,3364,NA,4923,309,1228292
4,"Odisha-Kalahandi","BHAKTA CHARAN DAS","Indian National Congress",319202,25.99,317915,1287,NA,4924,309,1228292
5,"Odisha-Kalahandi","KAMALINI YADAV","Bahujan Mukti Party",15864,1.29,15833,31,NA,4925,309,1228292
6,"Odisha-Kalahandi","CHHABILAL NIAL","Ambedkarite Party of India",12409,1.01,12391,18,NA,4926,309,1228292
7,"Odisha-Kalahandi","HATIRAM DURGA","Independent",9836,0.8,9828,8,NA,4927,309,1228292
8,"Odisha-Kalahandi","NOTA","None of the Above",21199,1.73,21172,27,NA,4928,309,1228292
1,"Odisha-Kandhamal","ACHYUTANANDA SAMANTA","Biju Janata Dal",461679,49.01,461154,525,NA,4929,310,941985
2,"Odisha-Kandhamal","Amir Nayak","Bahujan Samaj Party",7314,0.78,7289,25,NA,4930,310,941985
3,"Odisha-Kandhamal","Manoj Kumar Acharya","Indian National Congress",138993,14.76,138647,346,NA,4931,310,941985
4,"Odisha-Kandhamal","Mahameghabahan Aira Kharabela Swain","Bharatiya Janata Party",312463,33.17,310883,1580,NA,4932,310,941985
5,"Odisha-Kandhamal","TUNA MALLICK","Communist Party of India (Marxist-Leninist) Red Star",8283,0.88,8278,5,NA,4933,310,941985
