"osn","conti_name","candidate","party","total_votes","pct_votes","evm_votes","postal_votes","migrant_votes","xrow_id","xgroup_id","xconti_total"
5,"Karnataka-Koppal","COMRADE B.BASAVALINGAPPA","Marxist Leninist Party of India (Red Flag)",1609,0.14,1609,0,NA,2839,179,1190347
6,"Karnataka-Koppal","BANDIMATH SHARANAYYA","Uttama Prajaakeeya Party",2252,0.19,2244,8,NA,2840,179,1190347
7,"Karnataka-Koppal","HEMARAJ VEERAPUR","Communist Party of India (Marxist-Leninist) Red Star",1059,0.09,1058,1,NA,2841,179,1190347
8,"Karnataka-Koppal","PA.YA. GANESH","Independent",1699,0.14,1699,0,NA,2842,179,1190347
9,"Karnataka-Koppal","NAGARAJ KALAL","Independent",4855,0.41,4855,0,NA,2843,179,1190347
10,"Karnataka-Koppal","BALARAJ. YADAV","Independent",2937,0.25,2937,0,NA,2844,179,1190347
11,"Karnataka-Koppal","MALLIKARJUN HADAPAD","Independent",2408,0.2,2407,1,NA,2845,179,1190347
12,"Karnataka-Koppal","SATISHREDDY","Independent",3498,0.29,3498,0,NA,2846,179,1190347
13,"Karnataka-Koppal","SURESH GOUDA MUNDINAMANE","Independent",5158,0.43,5157,1,NA,2847,179,1190347
14,"Karnataka-Koppal","SURESH.H","Independent",3728,0.31,3728,0,NA,2848,179,1190347
15,"Karnataka-Koppal","NOTA","None of the Above",10813,0.91,10800,13,NA,2849,179,1190347
1,"Karnataka-Mandya","NIKHIL KUMARASWAMY","Janata Dal  (Secular)",577784,41.89,576545,1239,NA,2850,180,1379210
2,"Karnataka-Mandya","NANJUNDASWAMY","Bahujan Samaj Party",12545,0.91,12481,64,NA,2851,180,1379210
3,"Karnataka-Mandya","GURULINGAIAH","Indian New Congress Party",6322,0.46,6307,15,NA,2852,180,1379210
4,"Karnataka-Mandya","D.C. JAYASHANKARA","Aihra National Party",4992,0.36,4989,3,NA,2853,180,1379210
5,"Karnataka-Mandya","DIVAKAR.C.P.GOWDA","Uttama Prajaakeeya Party",3404,0.25,3398,6,NA,2854,180,1379210
6,"Karnataka-Mandya","SANTHOSH MANDYA GOWDA","Engineers Party",1442,0.1,1438,4,NA,2855,180,1379210
7,"Karnataka-Mandya","ARVIND PREMANAND","Independent",1725,0.13,1725,0,NA,2856,180,1379210
8,"Karnataka-Mandya","KOWDLE CHANNAPPA","Independent",1046,0.08,1043,3,NA,2857,180,1379210
9,"Karnataka-Mandya","T.K. DASAR","Independent",4272,0.31,4272,0,NA,2858,180,1379210
10,"Karnataka-Mandya","H.NARAYANA","Independent",1295,0.09,1295,0,NA,2859,180,1379210
11,"Karnataka-Mandya","PUTTEGOWDA.N.C.","Independent",834,0.06,834,0,NA,2860,180,1379210
12,"Karnataka-Mandya","PREMAKUMARA .V.V","Independent",1592,0.12,1592,0,NA,2861,180,1379210
13,"Karnataka-Mandya","MANJUNATH B","Independent",1732,0.13,1730,2,NA,2862,180,1379210
14,"Karnataka-Mandya","G. MANJUNATHA","Independent",1723,0.12,1722,1,NA,2863,180,1379210
15,"Karnataka-Mandya","LINGEGOWDA S H","Independent",3260,0.24,3260,0,NA,2864,180,1379210
16,"Karnataka-Mandya","C. LINGEGOWDA","Independent",6408,0.46,6408,0,NA,2865,180,1379210
17,"Karnataka-Mandya","M.L. SHASHIKUMAR","Independent",18323,1.33,18323,0,NA,2866,180,1379210
18,"Karnataka-Mandya","SATHEESH KUMAR .T.N","Independent",2762,0.2,2762,0,NA,2867,180,1379210
19,"Karnataka-Mandya","SUMALATHA","Independent",8902,0.65,8898,4,NA,2868,180,1379210
20,"Karnataka-Mandya","SUMALATHA AMBAREESH","Independent",703660,51.02,702167,1493,NA,2869,180,1379210
21,"Karnataka-Mandya","M. SUMALATHA","Independent",8542,0.62,8542,0,NA,2870,180,1379210
22,"Karnataka-Mandya","SUMALATHA","Independent",3119,0.23,3117,2,NA,2871,180,1379210
23,"Karnataka-Mandya","NOTA","None of the Above",3526,0.26,3518,8,NA,2872,180,1379210
1,"Karnataka-Mysore","DR. B. CHANDRA (CHANDREGOWDA)","Bahujan Samaj Party",24597,1.87,24425,172,NA,2873,181,1318041
2,"Karnataka-Mysore","PRATHAP SIMHA","Bharatiya Janata Party",688974,52.27,685105,3869,NA,2874,181,1318041
3,"Karnataka-Mysore","C.H.VIJAYASHANKAR","Indian National Congress",550327,41.75,548911,1416,NA,2875,181,1318041
4,"Karnataka-Mysore","AYUB KHAN","Indian New Congress Party",9307,0.71,9294,13,NA,2876,181,1318041
5,"Karnataka-Mysore","ASHARANI.V.","Uttama Prajaakeeya Party",4259,0.32,4239,20,NA,2877,181,1318041
6,"Karnataka-Mysore","P.K. BIDDAPPA","Karnataka Praja Party (RaithaParva)",1013,0.08,1006,7,NA,2878,181,1318041
7,"Karnataka-Mysore","SANDHYA.P.S.","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",1473,0.11,1469,4,NA,2879,181,1318041
8,"Karnataka-Mysore","ANAND KUMAR. M","Independent",831,0.06,831,0,NA,2880,181,1318041
9,"Karnataka-Mysore","KAVERIAMMA.N.K.","Independent",1046,0.08,1036,10,NA,2881,181,1318041
10,"Karnataka-Mysore","N. NAGESH","Independent",913,0.07,911,2,NA,2882,181,1318041
11,"Karnataka-Mysore","NINGAPPA. B. D.","Independent",1141,0.09,1138,3,NA,2883,181,1318041
12,"Karnataka-Mysore","G.M. MAHADEVA","Independent",1949,0.15,1947,2,NA,2884,181,1318041
13,"Karnataka-Mysore","R. MAHESHA","Independent",1676,0.13,1675,1,NA,2885,181,1318041
14,"Karnataka-Mysore","RAVI","Independent",2151,0.16,2149,2,NA,2886,181,1318041
15,"Karnataka-Mysore","RAJU S/o LATE CHALUVASHETTY","Independent",2515,0.19,2515,0,NA,2887,181,1318041
16,"Karnataka-Mysore","ALAGUDU LINGARAJU","Independent",3506,0.27,3504,2,NA,2888,181,1318041
17,"Karnataka-Mysore","LOKESH KUMAR.G.","Independent",2270,0.17,2266,4,NA,2889,181,1318041
18,"Karnataka-Mysore","VENKATESHA D NAYAKA","Independent",4504,0.34,4504,0,NA,2890,181,1318041
19,"Karnataka-Mysore","SREENIVASAIAH","Independent",6863,0.52,6861,2,NA,2891,181,1318041
20,"Karnataka-Mysore","M. J SURESHGOWDA","Independent",1386,0.11,1385,1,NA,2892,181,1318041
21,"Karnataka-Mysore","ALISHAN. S","Independent",1047,0.08,1043,4,NA,2893,181,1318041
22,"Karnataka-Mysore","K.S.SOMASUNDER","Independent",947,0.07,945,2,NA,2894,181,1318041
23,"Karnataka-Mysore","NOTA","None of the Above",5346,0.41,5319,27,NA,2895,181,1318041
1,"Karnataka-Raichur","B. V NAIK","Indian National Congress",480621,42.75,479959,662,NA,2896,182,1124385
2,"Karnataka-Raichur","RAJA AMARESHWARA NAIK","Bharatiya Janata Party",598337,53.21,596804,1533,NA,2897,182,1124385
3,"Karnataka-Raichur","B. VENKANAGOUDA NAYAKA","Bahujan Samaj Party",13830,1.23,13812,18,NA,2898,182,1124385
4,"Karnataka-Raichur","NIRANJAN NAYAK","Uttama Prajaakeeya Party",7833,0.7,7828,5,NA,2899,182,1124385
5,"Karnataka-Raichur","K. SOMASHEKHAR YADAGIRI","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",8843,0.79,8835,8,NA,2900,182,1124385
6,"Karnataka-Raichur","NOTA","None of the Above",14921,1.33,14914,7,NA,2901,182,1124385
1,"Karnataka-Shimoga","GUDDAPPA","Bahujan Samaj Party",7350,0.57,7339,11,NA,2902,183,1283577
2,"Karnataka-Shimoga","S.MADHUBANGARAPPA","Janata Dal  (Secular)",506512,39.46,506212,300,NA,2903,183,1283577
3,"Karnataka-Shimoga","B.Y.RAGHAVENDRA.","Bharatiya Janata Party",729872,56.86,728902,970,NA,2904,183,1283577
4,"Karnataka-Shimoga","KRISHNA.K.","Pyramid Party of India",5653,0.44,5652,1,NA,2905,183,1283577
5,"Karnataka-Shimoga","VENKATESH.R","Uttama Prajaakeeya Party",4087,0.32,4082,5,NA,2906,183,1283577
6,"Karnataka-Shimoga","S.UMESHAPPA","Independent",1521,0.12,1521,0,NA,2907,183,1283577
7,"Karnataka-Shimoga","S.UMESHA VARMA","Independent",4465,0.35,4464,1,NA,2908,183,1283577
8,"Karnataka-Shimoga","MOHAMMED YUSUF KHAN","Independent",1579,0.12,1578,1,NA,2909,183,1283577
9,"Karnataka-Shimoga","N.T.VIJAYAKUMAR","Independent",1578,0.12,1578,0,NA,2910,183,1283577
10,"Karnataka-Shimoga","K.C.VINAY RAJAVATH","Independent",3317,0.26,3315,2,NA,2911,183,1283577
11,"Karnataka-Shimoga","SHASHIKUMAR.S.GOWDA","Independent",6845,0.53,6845,0,NA,2912,183,1283577
12,"Karnataka-Shimoga","SHEKARA NAIK","Independent",3930,0.31,3929,1,NA,2913,183,1283577
13,"Karnataka-Shimoga","NOTA","None of the Above",6868,0.54,6862,6,NA,2914,183,1283577
1,"Karnataka-Tumkur","H. D. DEVEGOWDA","Janata Dal  (Secular)",582788,46.82,581624,1164,NA,2915,184,1244858
2,"Karnataka-Tumkur","G. S. BASAVARAJ","Bharatiya Janata Party",596127,47.89,594011,2116,NA,2916,184,1244858
3,"Karnataka-Tumkur","N. SHIVANNA","Communist Party of India",17227,1.38,17222,5,NA,2917,184,1244858
4,"Karnataka-Tumkur","K. C. HANUMANTHARAYA","Bahujan Samaj Party",6013,0.48,5999,14,NA,2918,184,1244858
5,"Karnataka-Tumkur","CHAYA RAJASHANKAR","Uttama Prajaakeeya Party",4398,0.35,4385,13,NA,2919,184,1244858
6,"Karnataka-Tumkur","MAHALAKSHMI C. P.","Ambedkar Samaj Party",4211,0.34,4208,3,NA,2920,184,1244858
7,"Karnataka-Tumkur","KAPANIGOWDA","Independent",1136,0.09,1136,0,NA,2921,184,1244858
8,"Karnataka-Tumkur","T. N. KUMARA SWAMY","Independent",2566,0.21,2564,2,NA,2922,184,1244858
9,"Karnataka-Tumkur","G. NAGENDRA","Independent",3050,0.25,3050,0,NA,2923,184,1244858
10,"Karnataka-Tumkur","PRAKASH. R. A. JAIN","Independent",1277,0.1,1276,1,NA,2924,184,1244858
11,"Karnataka-Tumkur","B. S. MALLIKARJUNAIAH","Independent",1269,0.1,1268,1,NA,2925,184,1244858
12,"Karnataka-Tumkur","D. SHARADHISHAYANA","Independent",1452,0.12,1451,1,NA,2926,184,1244858
13,"Karnataka-Tumkur","K. V. SRINIVAS KALKERE","Independent",1959,0.16,1959,0,NA,2927,184,1244858
14,"Karnataka-Tumkur","J. K. SAMI","Independent",3453,0.28,3453,0,NA,2928,184,1244858
15,"Karnataka-Tumkur","SIDDARAMEGOWDA T. B.","Independent",7637,0.61,7637,0,NA,2929,184,1244858
16,"Karnataka-Tumkur","NOTA","None of the Above",10295,0.83,10285,10,NA,2930,184,1244858
1,"Karnataka-Udupi Chikmagalur","P. PARAMESHWARA","Bahujan Samaj Party",15947,1.39,15910,37,NA,2931,185,1151012
2,"Karnataka-Udupi Chikmagalur","PRAMOD MADHWARAJ","Janata Dal  (Secular)",369317,32.09,368932,385,NA,2932,185,1151012
3,"Karnataka-Udupi Chikmagalur","SHOBHA KARANDLAJE","Bharatiya Janata Party",718916,62.46,717482,1434,NA,2933,185,1151012
4,"Karnataka-Udupi Chikmagalur","P. GOUTHAM PRABHU","Shivsena",7431,0.65,7429,2,NA,2934,185,1151012
5,"Karnataka-Udupi Chikmagalur","M.K DAYANANDA","Proutist Sarva Samaj",3539,0.31,3538,1,NA,2935,185,1151012
6,"Karnataka-Udupi Chikmagalur","COMRADE VIJAYKUMAR","Communist Party of India (Marxist-Leninist) Red Star",2216,0.19,2213,3,NA,2936,185,1151012
7,"Karnataka-Udupi Chikmagalur","SHEKAR HAVANJE","Republican Party of India (Karnataka)",1581,0.14,1580,1,NA,2937,185,1151012
8,"Karnataka-Udupi Chikmagalur","SURESH KUNDER","Uttama Prajaakeeya Party",3488,0.3,3480,8,NA,2938,185,1151012
9,"Karnataka-Udupi Chikmagalur","ABDUL RAHMAN","Independent",6017,0.52,6016,1,NA,2939,185,1151012
10,"Karnataka-Udupi Chikmagalur","AMRITH SHENOY P","Independent",7981,0.69,7981,0,NA,2940,185,1151012
11,"Karnataka-Udupi Chikmagalur","MAGGALAMAKKI GANESHA","Independent",3526,0.31,3526,0,NA,2941,185,1151012
12,"Karnataka-Udupi Chikmagalur","K.C. PRAKASH","Independent",3543,0.31,3542,1,NA,2942,185,1151012
13,"Karnataka-Udupi Chikmagalur","NOTA","None of the Above",7510,0.65,7502,8,NA,2943,185,1151012
1,"Karnataka-Uttara Kannada","ANANTKUMAR HEGDE","Bharatiya Janata Party",786042,68.15,783211,2831,NA,2944,186,1153480
2,"Karnataka-Uttara Kannada","ANAND ASNOTIKAR","Janata Dal  (Secular)",306393,26.56,306130,263,NA,2945,186,1153480
3,"Karnataka-Uttara Kannada","SUDHAKAR KIRA JOGALEKAR","Bahujan Samaj Party",7195,0.62,7155,40,NA,2946,186,1153480
4,"Karnataka-Uttara Kannada","NAGARAJ NAIK","Rashtriya Samaj Paksha",3378,0.29,3371,7,NA,2947,186,1153480
5,"Karnataka-Uttara Kannada","NAGRAJ SHRIDHAR SHET","Rashtriya Jansambhavna Party",3128,0.27,3124,4,NA,2948,186,1153480
6,"Karnataka-Uttara Kannada","MANJUNATH SADASHIV","Bharat Bhoomi Party",1685,0.15,1678,7,NA,2949,186,1153480
7,"Karnataka-Uttara Kannada","SUNIL PAWAR","Uttama Prajaakeeya Party",3727,0.32,3721,6,NA,2950,186,1153480
8,"Karnataka-Uttara Kannada","ANITA ASHOK SHET","Independent",2568,0.22,2552,16,NA,2951,186,1153480
9,"Karnataka-Uttara Kannada","KUNDABAI GANAPATI PARULEKAR","Independent",2261,0.2,2254,7,NA,2952,186,1153480
10,"Karnataka-Uttara Kannada","CHIDANAND HARIJAN","Independent",3138,0.27,3134,4,NA,2953,186,1153480
11,"Karnataka-Uttara Kannada","NAGARAJ ANANT SHIRALI","Independent",6254,0.54,6249,5,NA,2954,186,1153480
12,"Karnataka-Uttara Kannada","BALAKRISHNA ARJUN PATIL","Independent",4206,0.36,4203,3,NA,2955,186,1153480
13,"Karnataka-Uttara Kannada","MOHAMMED ZABROOD KHATEEB","Independent",7488,0.65,7482,6,NA,2956,186,1153480
14,"Karnataka-Uttara Kannada","NOTA","None of the Above",16017,1.39,15997,20,NA,2957,186,1153480
1,"Kerala-Alappuzha","Adv. A M ARIFF","Communist Party of India  (Marxist)",445970,40.96,443003,2967,NA,2958,187,1088728
2,"Kerala-Alappuzha","Adv. PRASANTHBHIM","Bahujan Samaj Party",2431,0.22,2411,20,NA,2959,187,1088728
3,"Kerala-Alappuzha","Dr. K. S. RADHAKRISHNAN","Bharatiya Janata Party",187729,17.24,186278,1451,NA,2960,187,1088728
4,"Kerala-Alappuzha","Adv. SHANIMOL OSMAN","Indian National Congress",435496,40,433790,1706,NA,2961,187,1088728
5,"Kerala-Alappuzha","A. AKHILESH","Ambedkarite Party of India",1782,0.16,1777,5,NA,2962,187,1088728
6,"Kerala-Alappuzha","R. PARTHASARATHY VARMA","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)",1133,0.1,1125,8,NA,2963,187,1088728
7,"Kerala-Alappuzha","VARKALA RAJ","Peoples Democratic Party",1689,0.16,1688,1,NA,2964,187,1088728
8,"Kerala-Alappuzha","K. S. SHAN","SOCIAL DEMOCRATIC PARTY OF INDIA",3595,0.33,3593,2,NA,2965,187,1088728
9,"Kerala-Alappuzha","THAHIR","Independent",571,0.05,569,2,NA,2966,187,1088728
10,"Kerala-Alappuzha","VAYALAR RAJEEVAN","Independent",696,0.06,695,1,NA,2967,187,1088728
11,"Kerala-Alappuzha","SATHEESH SHENOI","Independent",783,0.07,780,3,NA,2968,187,1088728
12,"Kerala-Alappuzha","SANTHOSH THURAVOOR","Independent",749,0.07,748,1,NA,2969,187,1088728
13,"Kerala-Alappuzha","NOTA","None of the Above",6104,0.56,6065,39,NA,2970,187,1088728
1,"Kerala-Alathur","DR.JAYAN.C.KUTHANUR","Bahujan Samaj Party",5505,0.54,5460,45,NA,2971,188,1018743
2,"Kerala-Alathur","DR. P.K.BIJU","Communist Party of India  (Marxist)",374847,36.8,373696,1151,NA,2972,188,1018743
3,"Kerala-Alathur","RAMYA HARIDAS","Indian National Congress",533815,52.4,532493,1322,NA,2973,188,1018743
4,"Kerala-Alathur","T.V.BABU","Bharath Dharma Jana Sena",89837,8.82,89575,262,NA,2974,188,1018743
5,"Kerala-Alathur","KRISHNANKUTTY KUNISSERY","Independent",2716,0.27,2699,17,NA,2975,188,1018743
6,"Kerala-Alathur","ADV.PRETHEEP KUMAR.P.K.","Independent",4301,0.42,4288,13,NA,2976,188,1018743
7,"Kerala-Alathur","NOTA","None of the Above",7722,0.76,7681,41,NA,2977,188,1018743
1,"Kerala-Attingal","Adv. ADOOR PRAKASH","Indian National Congress",380995,37.91,379469,1526,NA,2978,189,1004888
2,"Kerala-Attingal","VIPINLAL PALODE","Bahujan Samaj Party",4068,0.4,4052,16,NA,2979,189,1004888
3,"Kerala-Attingal","SOBHASURENDRAN","Bharatiya Janata Party",248081,24.69,246502,1579,NA,2980,189,1004888
4,"Kerala-Attingal","Dr. A. SAMPATH","Communist Party of India  (Marxist)",342748,34.11,340298,2450,NA,2981,189,1004888
5,"Kerala-Attingal","AJAMAL ISMAIL","SOCIAL DEMOCRATIC PARTY OF INDIA",5429,0.54,5428,1,NA,2982,189,1004888
6,"Kerala-Attingal","ATTINGAL AJITH KUMAR","Independent",781,0.08,779,2,NA,2983,189,1004888
7,"Kerala-Attingal","ANITHA","Independent",436,0.04,432,4,NA,2984,189,1004888
8,"Kerala-Attingal","B DEVADATHAN","Independent",268,0.03,268,0,NA,2985,189,1004888
9,"Kerala-Attingal","PRAKASH S KARIKKATTUVILA","Independent",355,0.04,354,1,NA,2986,189,1004888
10,"Kerala-Attingal","PRAKASH G VEENA BHAVAN","Independent",402,0.04,402,0,NA,2987,189,1004888
11,"Kerala-Attingal","MANOJ M POOVAKKADU","Independent",1004,0.1,1003,1,NA,2988,189,1004888
12,"Kerala-Attingal","MAHEEN THEVARUPARA","Independent",1084,0.11,1084,0,NA,2989,189,1004888
13,"Kerala-Attingal","K.G. MOHANAN","Independent",1146,0.11,1143,3,NA,2990,189,1004888
14,"Kerala-Attingal","K. VIVEKANANDHAN","Independent",668,0.07,668,0,NA,2991,189,1004888
15,"Kerala-Attingal","SHAILAJA NAVAIKULAM","Independent",2146,0.21,2143,3,NA,2992,189,1004888
